comment,qos,transid,city,ssid,encryption,wep,bcninterval,dhcp,type,channel,trilong,paynet,userfound,housenumber,lasttime,firsttime,name,lastupdt,country,region,netid,freenet,trilat,road
,6,20120212-00000,Milano,fastweb-casa,wpa,W,0,?,infra,11,9.15461063,?,False,,2015-05-06T23:00:00.000Z,2011-12-30T23:00:00.000Z,,2015-06-14T12:00:00.000Z,IT,LOM,00:01:36:A6:56:ED,?,45.45455933,Via Cola di Rienzo
,0,20130131-00000,Milano,FASTWEB-1-EPFR6B5UEKEG,wpa,W,0,?,infra,11,9.19959164,?,False,,2013-01-31T09:00:00.000Z,2013-01-31T16:00:00.000Z,,2013-01-31T07:00:00.000Z,IT,LOM,00:01:36:A6:57:11,?,45.45514297,Via della Commenda
,0,20151007-00000,Milano,FASTWEB-1-2gVMi3er4npe,wpa,W,0,?,infra,11,9.17051601,?,False,,2015-10-07T05:00:00.000Z,2015-10-07T13:00:00.000Z,,2015-10-07T05:00:00.000Z,IT,LOM,00:01:36:A6:57:12,?,45.47542191,Via Mario Pagano
,0,20120215-00000,Milano,FASTWEB-1-9zba5P8jGTAj,wpa,W,0,?,infra,6,9.1524086,?,False,113,2012-02-15T07:00:00.000Z,2012-02-15T14:00:00.000Z,,2012-02-15T05:00:00.000Z,IT,LOM,00:01:36:A6:57:26,?,45.49829483,Via Mac Mahon
,0,20120428-00000,Milano,FASTWEB-1-fsBSkGf9eVrC,wpa,W,0,?,infra,1,9.21714497,?,False,,2012-04-28T15:00:00.000Z,2012-04-28T20:00:00.000Z,,2012-04-28T13:00:00.000Z,IT,LOM,00:01:36:A6:57:80,?,45.48482895,Viale Abruzzi
,1,20150316-00000,Milano,FASTWEB-1-wp4ZUtCFVL68,wpa,W,0,?,infra,11,9.12915897,?,False,,2015-05-30T22:00:00.000Z,2015-03-16T07:00:00.000Z,,2015-06-15T06:00:00.000Z,IT,LOM,00:01:36:A6:57:97,?,45.46115875,Via Tonezza
,6,20120605-00000,Milano,FASTWEB-CORUBOLO,wpa,W,0,?,infra,9,9.14593697,?,False,,2017-08-05T14:00:00.000Z,2012-06-05T11:00:00.000Z,,2017-08-05T14:00:00.000Z,IT,LOM,00:01:36:A6:57:CB,?,45.46036148,Viale Caterina da Forlì
,0,20120308-00000,Milano,FASTWEB-1-4i9MrBvbKV25,wpa,W,0,?,infra,1,9.19796371,?,False,,2012-03-08T08:00:00.000Z,2012-03-08T15:00:00.000Z,,2012-03-08T06:00:00.000Z,IT,LOM,00:01:36:A6:57:D2,?,45.44651031,
,5,20120311-00000,Milano,FASTWEB-G,wpa2,2,0,?,infra,11,9.16511917,?,False,,2017-10-29T00:00:00.000Z,2012-02-24T14:00:00.000Z,,2017-10-29T00:00:00.000Z,IT,LOM,00:01:36:A6:57:F0,?,45.46663666,Piazzale Francesco Baracca
,2,20120321-00000,Milano,FASTWEB-AZ,wpa,W,0,?,infra,11,9.22545147,?,False,,2012-10-22T01:00:00.000Z,2012-03-21T13:00:00.000Z,,2012-10-21T23:00:00.000Z,IT,LOM,00:01:36:A6:58:15,?,45.52287292,Via privata Recanati
,3,20120311-00000,Milano,FASTWEB-1-iqXVpVajDnyo,wpa,W,0,?,infra,11,9.16251373,?,False,17,2012-09-05T16:00:00.000Z,2012-02-25T14:00:00.000Z,,2012-09-05T14:00:00.000Z,IT,LOM,00:01:36:E4:3C:B9,?,45.45827866,Via del Caravaggio
,2,20120806-00000,Milano,salcedofamily,wpa,W,0,?,infra,11,9.09425354,?,False,,2013-02-23T10:00:00.000Z,2012-08-06T07:00:00.000Z,,2013-02-23T08:00:00.000Z,IT,LOM,00:01:36:E4:3D:00,?,45.46089554,Via Francesco Rismondo
,3,20130610-00000,Milano,fastweb2014,wpa,W,0,?,infra,2,9.21467495,?,False,17,2016-10-27T10:00:00.000Z,2013-06-10T16:00:00.000Z,,2016-10-27T10:00:00.000Z,IT,LOM,00:01:36:E4:3D:32,?,45.47543716,Via Bartolomeo Eustachi
,0,20160425-00000,Milano,FASTWEB-1-fdHp27J6UZwP,wpa,W,0,?,infra,8,9.15128422,?,False,15,2016-04-25T05:00:00.000Z,2016-04-25T14:00:00.000Z,,2016-04-25T05:00:00.000Z,IT,LOM,00:01:36:E4:3D:40,?,45.45074081,Via Leone Tolstoi
,0,20121209-00000,Milano,FASTWEB-12,wep,Y,0,?,infra,6,9.12831116,?,False,23,2012-12-09T14:00:00.000Z,2012-12-09T21:00:00.000Z,,2012-12-09T12:00:00.000Z,IT,LOM,00:01:36:E4:3D:78,?,45.45539474,Via dei Ciclamini
,3,20120416-00000,Milano,FASTWEB-1-HRQSCjmHFXXc,wpa,W,0,?,infra,11,9.2483902,?,False,,2013-03-29T01:00:00.000Z,2012-04-16T18:00:00.000Z,,2013-03-28T23:00:00.000Z,IT,LOM,00:01:36:E4:3D:AD,?,45.47811508,Via Caduti in Missione di Pace
,5,20120828-00000,Milano,FASTWEB-1-CsTmkC3qPDts,wpa,W,0,?,infra,6,9.15690517,?,False,,2014-08-18T11:00:00.000Z,2012-08-29T03:00:00.000Z,,2014-08-18T09:00:00.000Z,IT,LOM,00:01:36:E4:3D:B8,?,45.48733521,Piazza Firenze
,5,20120707-00000,Milano,FASTWEB-1-PB5usKM9qRhj,wpa,W,0,?,infra,11,9.17950249,?,False,,2013-07-17T17:00:00.000Z,2012-07-07T16:00:00.000Z,,2013-07-17T15:00:00.000Z,IT,LOM,00:01:36:E4:3E:27,?,45.44657898,Corso San Gottardo
,5,20140131-00000,Milano,FASTWEB-1-WLU4z9Xq4G3v,wpa,W,0,?,infra,1,9.23140049,?,False,57,2017-03-30T11:00:00.000Z,2014-01-31T15:00:00.000Z,,2017-03-30T11:00:00.000Z,IT,LOM,00:01:36:E4:3E:3A,?,45.46224213,Viale Corsica
,0,20151129-00000,Milano,Fastweb-Federico,wpa,W,0,?,infra,6,9.1601162,?,False,6,2015-11-29T15:00:00.000Z,2015-11-28T19:00:00.000Z,,2015-11-29T15:00:00.000Z,IT,LOM,00:01:36:E4:3E:59,?,45.46367645,Via Coluccio Salutati
,2,20120813-00000,Milano,FASTWEB-1-vGCtGz7FyWe3,wpa2,2,0,?,infra,1,9.18293953,?,False,,2013-02-12T03:00:00.000Z,2012-08-13T06:00:00.000Z,,2013-02-12T01:00:00.000Z,IT,LOM,00:01:36:E4:3E:81,?,45.46295166,Via San Maurilio
,7,20120716-00000,Milano,FASTWEB-1-AmaCDRQhHjk2,wpa,W,0,?,infra,10,9.16419411,?,False,,2017-01-02T14:00:00.000Z,2012-07-16T22:00:00.000Z,,2017-01-02T14:00:00.000Z,IT,LOM,00:01:36:E4:3E:9A,?,45.48275375,Via Poliziano
,1,20120713-00000,Milano,FASTWEB-1-001CA2A2B6E0,wpa,W,0,?,infra,6,9.18438148,?,False,22,2013-08-30T18:00:00.000Z,2012-07-13T15:00:00.000Z,,2013-08-30T16:00:00.000Z,IT,LOM,00:01:36:E4:3E:A1,?,45.4560585,Via Molino delle Armi
,0,20170615-00000,Milano,SATELLITE,wpa,W,0,?,infra,5,9.18401718,?,False,55,2017-06-15T00:00:00.000Z,2017-06-15T09:00:00.000Z,,2017-06-15T00:00:00.000Z,IT,LOM,00:01:36:E4:3E:A9,?,45.49225235,Via Carlo Farini
,0,20120603-00000,Milano,Fastweb_2012,wpa,W,0,?,infra,11,9.17664719,?,False,7,2012-06-03T14:00:00.000Z,2012-06-02T19:00:00.000Z,,2012-06-03T12:00:00.000Z,IT,LOM,00:01:36:E4:3E:C0,?,45.45795822,Corso Genova
,0,20120813-00000,Milano,FASTWEB-1-vdAZ8syjjYYH,wpa,W,0,?,infra,6,9.20577621,?,False,,2012-08-13T00:00:00.000Z,2012-08-13T07:00:00.000Z,,2012-08-12T22:00:00.000Z,IT,LOM,00:01:36:E4:3E:E9,?,45.44995117,Corso Lodi
,2,20150325-00000,Milano,FASTWEB-PC,wpa,W,0,?,infra,7,9.16077232,?,False,,2017-03-06T14:00:00.000Z,2015-03-25T23:00:00.000Z,,2017-03-06T14:00:00.000Z,IT,LOM,00:01:36:E4:3F:01,?,45.45697403,Piazza Giovanni Antonio Bazzi
,0,20160820-00000,Milano,FASTWEB-2011,wpa,W,0,?,infra,11,9.18068504,?,False,40,2016-08-20T23:00:00.000Z,2016-08-21T08:00:00.000Z,,2016-08-20T23:00:00.000Z,IT,LOM,00:01:36:E4:3F:2B,?,45.43326569,Via Neera
,0,20140124-00000,Milano,Retepisco,wpa,W,0,?,infra,10,9.14117813,?,False,,2014-01-24T00:00:00.000Z,2014-01-24T07:00:00.000Z,,2014-01-23T22:00:00.000Z,IT,LOM,00:01:36:E4:3F:55,?,45.45030594,Largo Giovan Battista Scalabrini
,4,20120430-00000,Milano,FASTWEB-02,wpa,W,0,?,infra,1,9.17127705,?,False,,2012-07-08T07:00:00.000Z,2012-04-28T14:00:00.000Z,,2012-07-08T05:00:00.000Z,IT,LOM,00:01:36:E4:3F:89,?,45.4373436,Piazza Gian Antonio Maggi
,0,20161208-00000,Milano,FASTWEB-1-UzQa8uEm6f8b,wpa2,2,0,?,infra,9,9.23211575,?,False,,2016-12-08T11:00:00.000Z,2001-01-01T01:00:00.000Z,,2016-12-08T11:00:00.000Z,IT,LOM,00:01:36:E4:3F:A4,?,45.44893646,Via Romualdo Bonfadini
,0,20140120-00000,Milano,FASTWEB-1-V6aBTWYnRn4F,wpa,W,0,?,infra,6,9.16131973,?,False,19,2014-01-20T17:00:00.000Z,2014-01-20T23:00:00.000Z,,2014-01-20T15:00:00.000Z,IT,LOM,00:01:36:E4:3F:DD,?,45.47314072,Via Gabriele Rossetti
,2,20151031-00000,Milano,FASTWEB-1-VLrceEDhsoav,wpa,W,0,?,infra,11,9.21666813,?,False,16,2017-04-08T17:00:00.000Z,2015-10-31T11:00:00.000Z,,2017-04-08T17:00:00.000Z,IT,LOM,00:01:36:E4:3F:E8,?,45.49345016,Via Luigi Varanini
,2,20141124-00000,Milano,FASTWEB-1-fLpYRdrY4rya,wpa,W,0,?,infra,11,9.18117905,?,False,4,2015-04-24T15:00:00.000Z,2014-11-24T18:00:00.000Z,,2015-06-14T05:00:00.000Z,IT,LOM,00:01:36:E4:3F:EE,?,45.4812355,Viale Montello
,3,20130610-00000,Milano,FASTWEB-1-YGsqrBNGKmAa,wpa,W,0,?,infra,11,9.22385216,?,False,,2015-06-13T10:00:00.000Z,2013-06-10T14:00:00.000Z,,2015-06-15T11:00:00.000Z,IT,LOM,00:01:36:E4:3F:F8,?,45.46460724,Viale Campania
,0,20130202-00000,Milano,FASTWEB-1-QfAsSbSab3V9,wpa,W,0,?,infra,6,9.15253544,?,False,29,2013-02-02T23:00:00.000Z,2013-02-03T06:00:00.000Z,,2013-02-02T21:00:00.000Z,IT,LOM,00:01:36:E4:40:34,?,45.4670639,Via Marghera
,2,20121129-00000,Milano,FASTWEB-1-ayiv3FejS4kL,wpa,W,0,?,infra,6,9.17796898,?,False,,2013-02-20T10:00:00.000Z,2012-11-29T07:00:00.000Z,,2013-02-20T08:00:00.000Z,IT,LOM,00:01:36:E4:40:49,?,45.45154572,Via Scoglio di Quarto
,0,20130804-00000,Milano,FASTWEB-1-Home,wpa2,2,0,?,infra,11,9.18193722,?,False,,2013-08-04T18:00:00.000Z,2013-08-04T17:00:00.000Z,,2013-08-04T16:00:00.000Z,IT,LOM,00:01:36:E4:40:6A,?,45.45170975,Via Pietro Custodi
,0,20120603-00000,Milano,FASTWEB-1-cmD5zAVjyhoH,wpa,W,0,?,infra,1,9.19160938,?,False,,2012-06-03T14:00:00.000Z,2012-06-02T19:00:00.000Z,,2012-06-03T12:00:00.000Z,IT,LOM,00:01:36:E4:40:E8,?,45.45308304,Via Quadronno
,2,20140107-00000,Milano,realepastorelli,wpa,W,0,?,infra,1,9.16129684,?,False,29,2015-03-25T22:00:00.000Z,2014-01-07T23:00:00.000Z,,2015-03-25T20:00:00.000Z,IT,LOM,00:01:36:E4:41:17,?,45.44644547,Via Carlo D'Adda
,3,20120810-00000,Milano,fastweb-casa,wep,Y,0,?,infra,6,9.17149448,?,False,56,2014-01-31T14:00:00.000Z,2012-08-10T07:00:00.000Z,,2014-01-31T13:00:00.000Z,IT,LOM,00:01:36:E4:41:33,?,45.45690536,Viale Papiniano
,0,20160720-00000,Milano,FASTWEBCASA100,wpa2,2,0,?,infra,11,9.23297215,?,False,3,2016-07-20T09:00:00.000Z,2016-07-20T18:00:00.000Z,,2016-07-20T09:00:00.000Z,IT,LOM,00:01:36:E4:41:3E,?,45.4822731,Via Averardo Buschi
,0,20150820-00000,Milano,Fastweb_2014,wpa2,2,0,?,infra,9,9.14759541,?,False,,2015-08-20T14:00:00.000Z,2015-08-20T20:00:00.000Z,,2015-08-20T14:00:00.000Z,IT,LOM,00:01:36:E4:41:54,?,45.45366287,Via Lorenteggio
,0,20140303-00000,Milano,flaviomarta,wpa,W,0,?,infra,1,9.17679024,?,False,3,2014-03-03T15:00:00.000Z,2014-03-03T15:00:00.000Z,,2014-03-03T13:00:00.000Z,IT,LOM,00:01:36:E4:41:FD,?,45.44064331,Via Silvio Spaventa
,0,20120813-00000,Milano,FASTWEB-1-64A2voSdY6Zn,wpa,W,0,?,infra,6,9.1814003,?,False,1,2012-08-13T00:00:00.000Z,2012-08-13T06:00:00.000Z,,2012-08-12T22:00:00.000Z,IT,LOM,00:01:36:E4:42:07,?,45.46165848,Via Circo
,7,20140609-00000,Milano,FASTWEB-2016,wpa,W,0,?,infra,1,9.21562386,?,False,,2016-05-20T17:00:00.000Z,2014-06-09T04:00:00.000Z,,2016-05-20T17:00:00.000Z,IT,LOM,00:01:36:E4:42:1D,?,45.45420456,Viale Umbria
,1,20120816-00000,Milano,FASTWEB-1-001D8B49D7B8,wpa,W,0,?,infra,2,9.15808582,?,False,,2014-06-26T08:00:00.000Z,2012-08-16T15:00:00.000Z,,2014-06-26T06:00:00.000Z,IT,LOM,00:01:36:E4:42:30,?,45.44307709,Via Ettore Ponti
,3,20120713-00000,Milano,FASTWEB-1-r4T2XBcXniPM,wpa,W,0,?,infra,11,9.18531132,?,False,,2014-08-09T01:00:00.000Z,2012-07-13T15:00:00.000Z,,2014-08-08T23:00:00.000Z,IT,LOM,00:01:36:E4:42:46,?,45.45646667,Via Molino delle Armi
,2,20131206-00000,Milano,FASTWEB-1-kF5ZBoQW2Bp9,wpa,W,0,?,infra,11,9.15562725,?,False,83,2014-06-18T02:00:00.000Z,2013-12-06T14:00:00.000Z,,2014-06-18T00:00:00.000Z,IT,LOM,00:01:36:E4:42:8B,?,45.45698547,Via Giorgio Washington
,0,20131228-00000,Milano,FASTWEBCASA,wpa,W,0,?,infra,11,9.18193626,?,False,91,2013-12-28T09:00:00.000Z,2013-12-28T16:00:00.000Z,,2013-12-28T07:00:00.000Z,IT,LOM,00:01:36:E4:42:B1,?,45.4389801,Via Francesco Brioschi
,1,20120819-00000,Milano,FASTWEB-1-DQ4FDpSkQHgH,wpa,W,0,?,infra,1,9.15048885,?,False,,2015-02-12T23:00:00.000Z,2012-08-17T06:00:00.000Z,,2015-02-12T21:00:00.000Z,IT,LOM,00:01:36:E4:42:BD,?,45.46902084,Via Carlo Ravizza
,1,20120605-00000,Milano,TAL1982TAL,wpa,W,0,?,infra,6,9.17034054,?,False,30,2012-11-06T19:00:00.000Z,2012-06-05T15:00:00.000Z,,2013-01-14T22:00:00.000Z,IT,LOM,00:01:36:E4:42:FB,?,45.48347855,Via Giulio Cesare Procaccini
,6,20120316-00000,Milano,LedCross Network,none,N,0,?,infra,13,9.1463623,?,False,,2014-02-10T00:00:00.000Z,2012-03-16T06:00:00.000Z,,2014-02-09T22:00:00.000Z,IT,LOM,00:12:0E:52:67:FD,?,45.45928192,Viale Caterina da Forlì
,0,20120212-00000,Milano,suca,wpa2,2,0,?,infra,11,9.16318607,?,False,24,2012-02-12T11:00:00.000Z,2011-12-30T23:00:00.000Z,,2012-02-12T09:00:00.000Z,IT,LOM,00:12:0E:52:78:01,?,45.44760132,Via Eugenio Villoresi
,0,20160215-00000,Milano,FASTWEB-CASA,wpa,W,0,?,infra,6,9.15330982,?,False,35,2016-02-15T14:00:00.000Z,2016-02-15T23:00:00.000Z,,2016-02-15T14:00:00.000Z,IT,LOM,00:01:36:E2:E8:9A,?,45.45201111,Piazza Napoli
,2,20120322-00000,Milano,FASTWEB-1-5de7KGqcjXPs,wpa,W,0,?,infra,1,9.15722179,?,False,21,2015-04-18T20:00:00.000Z,2012-03-22T23:00:00.000Z,,2015-06-14T00:00:00.000Z,IT,LOM,00:01:36:E2:E8:B2,?,45.44090652,Via Ettore Ponti
,6,20120831-00000,Milano,FASTWEB-GARDEN CITY,wpa,W,0,?,infra,11,9.14313889,?,False,30,2016-05-17T06:00:00.000Z,2012-08-31T07:00:00.000Z,,2016-05-17T06:00:00.000Z,IT,LOM,00:01:36:E2:E8:C3,?,45.46477127,Via Antonio Tolomeo Trivulzio
,7,20140609-00000,Milano,Fastweb2014HU,wpa,W,0,?,infra,11,9.21623611,?,False,,2016-09-22T01:00:00.000Z,2014-06-09T04:00:00.000Z,,2016-09-22T01:00:00.000Z,IT,LOM,00:01:36:E2:E8:DD,?,45.48609161,
,3,20120806-00000,Milano,FASTWEB-1-001CA2B7CFB0,wep,Y,0,?,infra,6,9.12773609,?,False,,2015-03-16T01:00:00.000Z,2012-08-06T07:00:00.000Z,,2015-03-15T23:00:00.000Z,IT,LOM,00:01:36:E2:E8:F2,?,45.45512009,Via dei Ciclamini
,5,20120309-00000,Milano,FASTWEB-2012,wpa,W,0,?,infra,11,9.15831375,?,False,72,2013-01-19T17:00:00.000Z,2012-03-09T06:00:00.000Z,,2013-01-19T15:00:00.000Z,IT,LOM,00:01:36:E2:E8:FE,?,45.45231628,Via Savona
,0,20121123-00000,Milano,FASTWEB-1-001CA2AFE28C,wpa,W,0,?,infra,6,9.1729641,?,False,90,2012-11-23T07:00:00.000Z,2012-11-23T12:00:00.000Z,,2012-11-23T05:00:00.000Z,IT,LOM,00:01:36:E2:E9:10,?,45.51490402,Via Pellegrino Rossi
,0,20120828-00000,Milano,FASTWEB-1-001CA2A2BB10,wpa,W,0,?,infra,6,9.12158298,?,False,12/A,2012-08-28T20:00:00.000Z,2012-08-29T03:00:00.000Z,,2012-08-28T18:00:00.000Z,IT,LOM,00:01:36:E2:E9:1B,?,45.4917984,Via Luigi Chiarelli
comment,qos,transid,city,ssid,encryption,wep,bcninterval,dhcp,type,channel,trilong,paynet,userfound,housenumber,lasttime,firsttime,name,lastupdt,country,region,netid,freenet,trilat,road
,1,20131226-00000,Milano,FASTWEB-1-001D8B4E97A8,wpa,W,0,?,infra,11,9.14467335,?,False,,2016-03-08T02:00:00.000Z,2013-12-26T07:00:00.000Z,,2016-03-08T02:00:00.000Z,IT,LOM,00:01:36:E2:E9:42,?,45.43957138,Via Walter Tobagi
,2,20140818-00000,Milano,FASTWEB-D-2014,wpa,W,0,?,infra,11,9.14267921,?,False,,2016-03-07T19:00:00.000Z,2014-08-18T16:00:00.000Z,,2016-03-07T19:00:00.000Z,IT,LOM,00:01:36:E2:E9:5A,?,45.49408722,Viale Certosa
,2,20120822-00000,Milano,Fastweb-Fastweb,wpa,W,0,?,infra,11,9.17608356,?,False,6,2015-11-29T15:00:00.000Z,2012-08-22T19:00:00.000Z,,2015-11-29T15:00:00.000Z,IT,LOM,00:01:36:E2:E9:64,?,45.45209885,
,0,20160809-00000,Milano,Macorini_gioielli,wpa,W,0,?,infra,6,9.17297077,?,False,3,2016-08-09T23:00:00.000Z,2016-07-12T12:00:00.000Z,,2016-08-09T23:00:00.000Z,IT,LOM,00:01:36:E2:E9:6F,?,45.46248245,Via San Vittore
,2,20120321-00000,,fatinanet_99,wpa,W,0,?,infra,11,9.22637272,?,False,31,2012-10-22T01:00:00.000Z,2012-03-21T13:00:00.000Z,,2012-10-21T23:00:00.000Z,IT,LOM,00:01:36:E2:E9:AE,?,45.52333832,Via Oslavia
,0,20151006-00000,Milano,FASTWEB-1-001D8B4B63B8,wpa,W,0,?,infra,6,9.22642517,?,False,,2015-10-06T10:00:00.000Z,2015-10-06T18:00:00.000Z,,2015-10-06T10:00:00.000Z,IT,LOM,00:01:36:E2:EA:44,?,45.46422958,Via Giacomo Zanella
,1,20120713-00000,Milano,Fastweb-Plebani,none,N,0,?,infra,0,9.18773746,?,False,,2013-01-31T09:00:00.000Z,2012-07-13T15:00:00.000Z,,2013-01-31T07:00:00.000Z,IT,LOM,00:01:36:E2:EA:59,?,45.4393959,Via Bazzi
,0,20120603-00000,Milano,FASTWEB,wpa,W,0,?,infra,10,9.17305565,?,False,,2012-06-03T14:00:00.000Z,2012-06-02T19:00:00.000Z,,2012-06-03T12:00:00.000Z,IT,LOM,00:01:36:E2:EA:88,?,45.45829391,Via Ariberto
,1,20131209-00000,Milano,FASTWEB-1-uSp2EtuEL5Gt,wpa,W,0,?,infra,1,9.15922642,?,False,,2015-04-03T11:00:00.000Z,2013-12-09T20:00:00.000Z,,2015-04-03T09:00:00.000Z,IT,LOM,00:01:36:E2:EA:AB,?,45.4535408,Via Savona
,5,20121128-00000,Milano,FASTWEB-1-i6CGLLT5T6Nz,wpa,W,0,?,infra,6,9.16827393,?,False,,2017-04-28T08:00:00.000Z,2012-11-29T06:00:00.000Z,,2017-04-28T08:00:00.000Z,IT,LOM,00:01:36:E2:EA:BC,?,45.47615051,Via Antonio Canova
,2,20120315-00000,Milano,FASTWEB-1-cUS5zsHwyWyf,wpa,W,0,?,infra,6,9.16652107,?,False,,2012-09-09T23:00:00.000Z,2012-03-15T23:00:00.000Z,,2012-09-09T21:00:00.000Z,IT,LOM,00:01:36:E2:EB:E5,?,45.4380188,Via Moncucco
,0,20120605-00000,Milano,FASTWEB-1-eA2bG5dBGVjk,wpa,W,0,?,infra,1,9.21116066,?,False,13,2012-06-05T09:00:00.000Z,2012-06-05T15:00:00.000Z,,2012-06-05T07:00:00.000Z,IT,LOM,00:01:36:E2:EC:39,?,45.46015549,Via Emilio Morosini
,1,20120316-00000,Milano,FASTWEB-1-pNKiEuw9aNb9,wpa,W,0,?,infra,6,9.15754032,?,False,,2013-12-26T00:00:00.000Z,2012-03-16T07:00:00.000Z,,2013-12-25T22:00:00.000Z,IT,LOM,00:01:36:E2:EC:3B,?,45.43945312,Via Simone Martini
,4,20150424-00000,Milano,FASTWEB-1-sLaahdFPtv5V,wpa,W,0,?,infra,8,9.18331432,?,False,51,2016-07-21T13:00:00.000Z,2015-04-17T14:00:00.000Z,,2016-07-21T13:00:00.000Z,IT,LOM,00:01:36:E2:EC:70,?,45.47408295,Corso Giuseppe Garibaldi
,3,20120212-00000,Milano,FASTWEB-MACCAF,wpa,W,0,?,infra,11,9.14603901,?,False,,2016-04-20T05:00:00.000Z,2011-12-26T12:00:00.000Z,,2016-04-20T05:00:00.000Z,IT,LOM,00:01:36:E2:EC:80,?,45.492836,Via Pietro Gassendi
,7,20120605-00000,Milano,FASTWEB-1-28ibdL3Wpf88,wpa,W,0,?,infra,11,9.19525814,?,False,,2016-03-30T09:00:00.000Z,2012-06-05T16:00:00.000Z,,2016-03-30T09:00:00.000Z,IT,LOM,00:01:36:E2:EC:88,?,45.44643784,Viale Toscana
,7,20120324-00000,Milano,FASTWEB-1-fsPPWNktWGTR,wpa,W,0,?,infra,11,9.17299366,?,False,,2015-12-31T01:00:00.000Z,2012-03-24T22:00:00.000Z,,2015-12-31T01:00:00.000Z,IT,LOM,00:01:36:E2:EC:EB,?,45.44836426,Via Giovanni Segantini
,2,20120212-00000,Milano,FASTWEB-1-bada2HZp4aWh,wpa,W,0,?,infra,1,9.16404057,?,False,,2012-06-21T15:00:00.000Z,2011-12-30T22:00:00.000Z,,2012-06-21T13:00:00.000Z,IT,LOM,00:01:36:E2:EC:FD,?,45.44916916,Ripa di Porta Ticinese
,0,20120606-00000,Milano,FASTWEB-1-jMYsTCRsX799,wpa,W,0,?,infra,6,9.19443226,?,False,,2012-06-06T14:00:00.000Z,2012-06-06T20:00:00.000Z,,2012-06-06T12:00:00.000Z,IT,LOM,00:01:36:E2:ED:4D,?,45.44620132,Viale Toscana
,0,20120324-00000,Milano,FASTWEB-1-YdfEqCZrMxWu,wpa,W,0,?,infra,1,9.17278671,?,False,71,2012-03-24T17:00:00.000Z,2012-03-24T22:00:00.000Z,,2012-03-24T15:00:00.000Z,IT,LOM,00:01:36:E2:ED:5D,?,45.44497681,Via Giovanni Segantini
,0,20120208-00000,Milano,FASTWEB-1-Ne8pNsk95w8F,wpa,W,0,?,infra,11,9.19261742,?,False,30,2012-02-08T08:00:00.000Z,2012-02-09T08:00:00.000Z,,2012-02-08T06:00:00.000Z,IT,LOM,00:01:36:E2:ED:62,?,45.45206451,Viale Beatrice d'Este
,0,20111203-00000,Milano,FASTWEB-1-hQNbB7RVvWnL,wpa,W,0,?,infra,6,9.21376038,?,False,28,2011-12-03T20:00:00.000Z,2011-12-03T17:00:00.000Z,,2011-12-03T18:00:00.000Z,IT,LOM,00:01:36:E2:ED:65,?,45.45015717,Viale Umbria
,2,20120325-00000,Milano,FASTWEB-1-qY2NUHWk2fqL,wpa,W,0,?,infra,11,9.17869473,?,False,8,2013-12-29T07:00:00.000Z,2012-03-25T07:00:00.000Z,,2013-12-29T05:00:00.000Z,IT,LOM,00:01:36:E2:ED:6C,?,45.44645309,Via Conchetta
,7,20120311-00000,Milano,FASTWEB-1-aLAhVyKZotM4,wpa,W,0,?,infra,11,9.15201473,?,False,7,2016-03-23T08:00:00.000Z,2012-03-11T23:00:00.000Z,,2016-03-23T08:00:00.000Z,IT,LOM,00:01:36:E2:ED:73,?,45.45488358,Via Lorenteggio
,0,20120324-00000,Milano,FASTWEB-1-5iqUiksiYCsZ,wpa,W,0,?,infra,6,9.16219902,?,False,6,2012-03-24T17:00:00.000Z,2012-03-24T22:00:00.000Z,,2012-03-24T15:00:00.000Z,IT,LOM,00:01:36:E2:ED:7B,?,45.46051025,Via Altino
,0,20140622-00000,Milano,FASTWEB-1-xSvyQi48U6dY,wpa,W,0,?,infra,6,9.16188622,?,False,,2014-06-22T00:00:00.000Z,2014-06-22T07:00:00.000Z,,2014-06-21T22:00:00.000Z,IT,LOM,00:01:36:E2:ED:DB,?,45.45972824,
,5,20120605-00000,Milano,FASTWEB-1-SsDcwDBpFbDA,wpa,W,0,?,infra,6,9.20556641,?,False,9,2015-10-26T01:00:00.000Z,2012-06-05T15:00:00.000Z,,2015-10-26T01:00:00.000Z,IT,LOM,00:01:36:E2:EE:3C,?,45.47727203,Viale Tunisia
,3,20120124-00000,Milano,FASTWEB-1-casa,wpa,W,0,?,infra,11,9.24295712,?,False,,2013-03-04T07:00:00.000Z,2001-01-01T01:00:00.000Z,,2013-03-04T05:00:00.000Z,IT,LOM,00:01:36:E2:EE:84,?,45.50102234,Via Palmanova
,4,20120606-00000,Milano,FASTWEB-1-QDzcDiWHr2XK,wpa,W,0,?,infra,11,9.18609524,?,False,,2014-06-17T14:00:00.000Z,2012-06-06T20:00:00.000Z,,2014-06-17T12:00:00.000Z,IT,LOM,00:01:36:E2:EE:A8,?,45.44943619,Via Gian Carlo Castelbarco
,7,20120212-00000,Milano,FASTWEB-1-eJYRmrrvCkzE,wpa,W,0,?,infra,11,9.16102123,?,False,,2017-03-31T10:00:00.000Z,2011-12-30T23:00:00.000Z,,2017-10-03T15:00:00.000Z,IT,LOM,00:01:36:E2:EE:CB,?,45.44704056,Via Carlo D'Adda
,0,20120816-00000,Milano,FASTWEB-1-UGoXdHidzcVM,wpa,W,0,?,infra,11,9.17059612,?,False,,2012-08-16T08:00:00.000Z,2012-08-16T15:00:00.000Z,,2012-08-16T06:00:00.000Z,IT,LOM,00:01:36:E2:EE:CC,?,45.4341011,Via Don Rodrigo
